1500,300106.SZ
1501,300107.SZ
1502,300108.SZ
1503,300109.SZ
1504,300110.SZ
1505,300111.SZ
1506,300112.SZ
1507,300113.SZ
1508,300114.SZ
1509,300115.SZ
1510,300116.SZ
1511,300117.SZ
1512,300118.SZ
1513,300119.SZ
1514,300120.SZ
1515,300121.SZ
1516,300122.SZ
1517,300123.SZ
1518,300124.SZ
1519,300125.SZ
1520,300126.SZ
1521,300127.SZ
1522,300128.SZ
1523,300129.SZ
1524,300130.SZ
1525,300131.SZ
1526,300132.SZ
1527,300133.SZ
1528,300134.SZ
1529,300135.SZ
1530,300136.SZ
1531,300137.SZ
1532,300138.SZ
1533,300139.SZ
1534,300140.SZ
1535,300141.SZ
1536,300142.SZ
1537,300143.SZ
1538,300144.SZ
1539,300145.SZ
1540,300146.SZ
1541,300147.SZ
1542,300148.SZ
1543,300149.SZ
1544,300150.SZ
1545,300151.SZ
1546,300152.SZ
1547,300153.SZ
1548,300154.SZ
1549,300155.SZ
1550,300156.SZ
1551,300157.SZ
1552,300158.SZ
1553,300159.SZ
1554,300160.SZ
1555,300161.SZ
1556,300162.SZ
1557,300163.SZ
1558,300164.SZ
1559,300165.SZ
1560,300166.SZ
1561,300167.SZ
1562,300168.SZ
1563,300169.SZ
1564,300170.SZ
1565,300171.SZ
1566,300172.SZ
1567,300173.SZ
1568,300174.SZ
1569,300175.SZ
1570,300176.SZ
1571,300177.SZ
1572,300178.SZ
1573,300179.SZ
1574,300180.SZ
1575,300181.SZ
1576,300182.SZ
1577,300183.SZ
1578,300184.SZ
1579,300185.SZ
1580,300187.SZ
1581,300188.SZ
1582,300189.SZ
1583,300190.SZ
1584,300191.SZ
1585,300192.SZ
1586,300193.SZ
1587,300194.SZ
1588,300195.SZ
1589,300196.SZ
1590,300197.SZ
1591,300198.SZ
1592,300199.SZ
1593,300200.SZ
1594,300201.SZ
1595,300202.SZ
1596,300203.SZ
1597,300204.SZ
1598,300205.SZ
1599,300206.SZ
1600,300207.SZ
1601,300208.SZ
1602,300209.SZ
1603,300210.SZ
1604,300211.SZ
1605,300212.SZ
1606,300213.SZ
1607,300214.SZ
1608,300215.SZ
1609,300217.SZ
1610,300218.SZ
1611,300219.SZ
1612,300220.SZ
1613,300221.SZ
1614,300222.SZ
1615,300223.SZ
1616,300224.SZ
1617,300225.SZ
1618,300226.SZ
1619,300227.SZ
1620,300228.SZ
1621,300229.SZ
1622,300230.SZ
1623,300231.SZ
1624,300232.SZ
1625,300233.SZ
1626,300234.SZ
1627,300235.SZ
1628,300236.SZ
1629,300237.SZ
1630,300238.SZ
1631,300239.SZ
1632,300240.SZ
1633,300241.SZ
1634,300242.SZ
1635,300243.SZ
1636,300244.SZ
1637,300245.SZ
1638,300246.SZ
1639,300247.SZ
1640,300248.SZ
1641,300249.SZ
1642,300250.SZ
1643,300251.SZ
1644,300252.SZ
1645,300253.SZ
1646,300254.SZ
1647,300255.SZ
1648,300256.SZ
1649,300257.SZ
1650,300258.SZ
1651,300259.SZ
1652,300260.SZ
1653,300261.SZ
1654,300262.SZ
1655,300263.SZ
1656,300264.SZ
1657,300265.SZ
1658,300266.SZ
1659,300267.SZ
1660,300268.SZ
1661,300269.SZ
1662,300270.SZ
1663,300271.SZ
1664,300272.SZ
1665,300273.SZ
1666,300274.SZ
1667,300275.SZ
1668,300276.SZ
1669,300277.SZ
1670,300278.SZ
1671,300279.SZ
1672,300280.SZ
1673,300281.SZ
1674,300282.SZ
1675,300283.SZ
1676,300284.SZ
1677,300285.SZ
1678,300286.SZ
1679,300287.SZ
1680,300288.SZ
1681,300289.SZ
1682,300290.SZ
1683,300291.SZ
1684,300292.SZ
1685,300293.SZ
1686,300294.SZ
1687,300295.SZ
1688,300296.SZ
1689,300297.SZ
1690,300298.SZ
1691,300299.SZ
1692,300300.SZ
1693,300301.SZ
1694,300302.SZ
1695,300303.SZ
1696,300304.SZ
1697,300305.SZ
1698,300306.SZ
1699,300307.SZ
1700,300308.SZ
1701,300309.SZ
1702,300310.SZ
1703,300311.SZ
1704,300312.SZ
1705,300313.SZ
1706,300314.SZ
1707,300315.SZ
1708,300316.SZ
1709,300317.SZ
1710,300318.SZ
1711,300319.SZ
1712,300320.SZ
1713,300321.SZ
1714,300322.SZ
1715,300323.SZ
1716,300324.SZ
1717,300325.SZ
1718,300326.SZ
1719,300327.SZ
1720,300328.SZ
1721,300329.SZ
1722,300330.SZ
1723,300331.SZ
1724,300332.SZ
1725,300333.SZ
1726,300334.SZ
1727,300335.SZ
1728,300336.SZ
1729,300337.SZ
1730,300338.SZ
1731,300339.SZ
1732,300340.SZ
1733,300341.SZ
1734,300342.SZ
1735,300343.SZ
1736,300344.SZ
1737,300345.SZ
1738,300346.SZ
1739,300347.SZ
1740,300348.SZ
1741,300349.SZ
1742,300350.SZ
1743,300351.SZ
1744,300352.SZ
1745,300353.SZ
1746,300354.SZ
1747,300355.SZ
1748,300356.SZ
1749,300357.SZ
1750,300358.SZ
1751,300359.SZ
1752,300360.SZ
1753,300362.SZ
1754,300363.SZ
1755,300364.SZ
1756,300365.SZ
1757,300366.SZ
1758,300367.SZ
1759,300368.SZ
1760,300369.SZ
1761,300370.SZ
1762,300371.SZ
1763,300373.SZ
1764,300374.SZ
1765,300375.SZ
1766,300376.SZ
1767,300377.SZ
1768,300378.SZ
1769,300379.SZ
1770,300380.SZ
1771,300381.SZ
1772,300382.SZ
1773,300383.SZ
1774,300384.SZ
1775,300385.SZ
1776,300386.SZ
1777,300387.SZ
1778,300388.SZ
1779,300389.SZ
1780,300390.SZ
1781,300391.SZ
1782,300392.SZ
1783,300393.SZ
1784,300394.SZ
1785,300395.SZ
1786,300396.SZ
1787,300397.SZ
1788,300398.SZ
1789,300399.SZ
1790,300400.SZ
1791,300401.SZ
1792,300402.SZ
1793,300403.SZ
1794,300404.SZ
1795,300405.SZ
1796,300406.SZ
1797,300407.SZ
1798,300408.SZ
1799,300409.SZ
1800,300410.SZ
1801,300411.SZ
1802,300412.SZ
1803,300413.SZ
1804,300414.SZ
1805,300415.SZ
1806,300416.SZ
1807,300417.SZ
1808,300418.SZ
1809,300419.SZ
1810,300420.SZ
1811,300421.SZ
1812,300422.SZ
1813,300423.SZ
1814,300424.SZ
1815,300425.SZ
1816,300426.SZ
1817,300427.SZ
1818,300428.SZ
1819,300429.SZ
1820,300430.SZ
1821,300431.SZ
1822,300432.SZ
1823,300433.SZ
1824,300434.SZ
1825,300435.SZ
1826,300436.SZ
1827,300437.SZ
1828,300438.SZ
1829,300439.SZ
1830,300440.SZ
1831,300441.SZ
1832,300442.SZ
1833,300443.SZ
1834,300444.SZ
1835,300445.SZ
1836,300446.SZ
1837,300447.SZ
1838,300448.SZ
1839,300449.SZ
1840,300450.SZ
1841,300451.SZ
1842,300452.SZ
1843,300453.SZ
1844,300454.SZ
1845,300455.SZ
1846,300456.SZ
1847,300457.SZ
1848,300458.SZ
1849,300459.SZ
1850,300460.SZ
1851,300461.SZ
1852,300462.SZ
1853,300463.SZ
1854,300464.SZ
1855,300465.SZ
1856,300466.SZ
1857,300467.SZ
1858,300468.SZ
1859,300469.SZ
1860,300470.SZ
1861,300471.SZ
1862,300472.SZ
1863,300473.SZ
1864,300474.SZ
1865,300475.SZ
1866,300476.SZ
1867,300477.SZ
1868,300478.SZ
1869,300479.SZ
1870,300480.SZ
1871,300481.SZ
1872,300482.SZ
1873,300483.SZ
1874,300484.SZ
1875,300485.SZ
1876,300486.SZ
1877,300487.SZ
1878,300488.SZ
1879,300489.SZ
1880,300490.SZ
1881,300491.SZ
1882,300492.SZ
1883,300493.SZ
1884,300494.SZ
1885,300495.SZ
1886,300496.SZ
1887,300497.SZ
1888,300498.SZ
1889,300499.SZ
1890,300500.SZ
1891,300501.SZ
1892,300502.SZ
1893,300503.SZ
1894,300504.SZ
1895,300505.SZ
1896,300506.SZ
1897,300507.SZ
1898,300508.SZ
1899,300509.SZ
1900,300510.SZ
1901,300511.SZ
1902,300512.SZ
1903,300513.SZ
1904,300514.SZ
1905,300515.SZ
1906,300516.SZ
1907,300517.SZ
1908,300518.SZ
1909,300519.SZ
1910,300520.SZ
1911,300521.SZ
1912,300522.SZ
1913,300523.SZ
1914,300525.SZ
1915,300526.SZ
1916,300527.SZ
1917,300528.SZ
1918,300529.SZ
1919,300530.SZ
1920,300531.SZ
1921,300532.SZ
1922,300533.SZ
1923,300534.SZ
1924,300535.SZ
1925,300536.SZ
1926,300537.SZ
1927,300538.SZ
1928,300539.SZ
1929,300540.SZ
1930,300541.SZ
1931,300542.SZ
1932,300543.SZ
1933,300545.SZ
1934,300546.SZ
1935,300547.SZ
1936,300548.SZ
1937,300549.SZ
1938,300550.SZ
1939,300551.SZ
1940,300552.SZ
1941,300553.SZ
1942,300554.SZ
1943,300555.SZ
1944,300556.SZ
1945,300557.SZ
1946,300558.SZ
1947,300559.SZ
1948,300560.SZ
1949,300561.SZ
1950,300562.SZ
1951,300563.SZ
1952,300564.SZ
1953,300565.SZ
1954,300566.SZ
1955,300567.SZ
1956,300568.SZ
1957,300569.SZ
1958,300570.SZ
1959,300571.SZ
1960,300572.SZ
1961,300573.SZ
1962,300575.SZ
1963,300576.SZ
1964,300577.SZ
1965,300578.SZ
1966,300579.SZ
1967,300580.SZ
1968,300581.SZ
1969,300582.SZ
1970,300583.SZ
1971,300584.SZ
1972,300585.SZ
1973,300586.SZ
1974,300587.SZ
1975,300588.SZ
1976,300589.SZ
1977,300590.SZ
1978,300591.SZ
1979,300592.SZ
1980,300593.SZ
1981,300594.SZ
1982,300595.SZ
1983,300596.SZ
1984,300597.SZ
1985,300598.SZ
1986,300599.SZ
1987,300600.SZ
1988,300601.SZ
1989,300602.SZ
1990,300603.SZ
1991,300604.SZ
1992,300605.SZ
1993,300606.SZ
1994,300607.SZ
1995,300608.SZ
1996,300609.SZ
1997,300610.SZ
1998,300611.SZ
1999,300612.SZ
2000,300613.SZ
2001,300615.SZ
2002,300616.SZ
2003,300617.SZ
2004,300618.SZ
2005,300619.SZ
2006,300620.SZ
2007,300621.SZ
2008,300622.SZ
2009,300623.SZ
2010,300624.SZ
2011,300625.SZ
2012,300626.SZ
2013,300627.SZ
2014,300628.SZ
2015,300629.SZ
2016,300630.SZ
2017,300631.SZ
2018,300632.SZ
2019,300633.SZ
2020,300634.SZ
2021,300635.SZ
2022,300636.SZ
2023,300637.SZ
2024,300638.SZ
2025,300639.SZ
2026,300640.SZ
2027,300641.SZ
2028,300642.SZ
2029,300643.SZ
2030,300644.SZ
2031,300645.SZ
2032,300647.SZ
2033,300648.SZ
2034,300649.SZ
2035,300650.SZ
2036,300651.SZ
2037,300652.SZ
2038,300653.SZ
2039,300654.SZ
2040,300655.SZ
2041,300656.SZ
2042,300657.SZ
2043,300658.SZ
2044,300659.SZ
2045,300660.SZ
2046,300661.SZ
2047,300662.SZ
2048,300663.SZ
2049,300664.SZ
2050,300665.SZ
2051,300666.SZ
2052,300667.SZ
2053,300668.SZ
2054,300669.SZ
2055,300670.SZ
2056,300671.SZ
2057,300672.SZ
2058,300673.SZ
2059,300674.SZ
2060,300675.SZ
2061,300676.SZ
2062,300677.SZ
2063,300678.SZ
2064,300679.SZ
2065,300680.SZ
2066,300681.SZ
2067,300682.SZ
2068,300683.SZ
2069,300684.SZ
2070,300685.SZ
2071,300686.SZ
2072,300687.SZ
2073,300688.SZ
2074,300689.SZ
2075,300690.SZ
2076,300691.SZ
2077,300692.SZ
2078,300693.SZ
2079,300694.SZ
2080,300695.SZ
2081,300696.SZ
2082,300697.SZ
2083,300698.SZ
2084,300699.SZ
2085,300700.SZ
2086,300701.SZ
2087,300702.SZ
2088,300703.SZ
2089,300705.SZ
2090,300706.SZ
2091,300707.SZ
2092,300708.SZ
2093,300709.SZ
2094,300710.SZ
2095,300711.SZ
2096,300712.SZ
2097,300713.SZ
2098,300715.SZ
2099,300716.SZ
2100,300717.SZ
2101,300718.SZ
2102,300719.SZ
2103,300720.SZ
2104,300721.SZ
2105,300722.SZ
2106,300723.SZ
2107,300724.SZ
2108,300725.SZ
2109,300726.SZ
2110,300727.SZ
2111,300729.SZ
2112,300730.SZ
2113,300731.SZ
2114,300732.SZ
2115,300733.SZ
2116,300735.SZ
2117,300736.SZ
2118,300737.SZ
2119,300738.SZ
2120,300739.SZ
2121,300740.SZ
2122,300741.SZ
2123,300742.SZ
2124,300743.SZ
2125,300745.SZ
2126,300746.SZ
2127,300747.SZ
2128,300748.SZ
2129,300749.SZ
2130,300750.SZ
2131,300751.SZ
2132,300752.SZ
2133,300753.SZ
2134,300755.SZ
2135,300756.SZ
2136,300757.SZ
2137,300758.SZ
2138,300759.SZ
2139,300760.SZ
2140,300761.SZ
2141,300762.SZ
2142,300763.SZ
2143,300765.SZ
2144,300766.SZ
2145,300767.SZ
2146,300768.SZ
2147,300769.SZ
2148,300770.SZ
2149,300771.SZ
2150,300772.SZ
2151,300773.SZ
2152,300775.SZ
2153,300776.SZ
2154,300777.SZ
2155,300778.SZ
2156,300779.SZ
2157,300780.SZ
2158,300781.SZ
2159,300782.SZ
2160,300783.SZ
2161,300785.SZ
2162,300786.SZ
2163,300787.SZ
2164,300788.SZ
2165,300789.SZ
2166,300790.SZ
2167,300791.SZ
2168,300792.SZ
2169,300793.SZ
2170,300795.SZ
2171,300796.SZ
2172,300797.SZ
2173,300798.SZ
2174,300799.SZ
2175,300800.SZ
2176,300801.SZ
2177,300802.SZ
2178,300803.SZ
2179,300805.SZ
2180,300806.SZ
2181,300808.SZ
2182,300809.SZ
2183,300810.SZ
2184,600000.SH
2185,600004.SH
2186,600006.SH
2187,600007.SH
2188,600008.SH
2189,600009.SH
2190,600010.SH
2191,600011.SH
2192,600012.SH
2193,600015.SH
2194,600016.SH
2195,600017.SH
2196,600018.SH
2197,600019.SH
2198,600020.SH
2199,600021.SH
2200,600022.SH
2201,600023.SH
2202,600025.SH
2203,600026.SH
2204,600027.SH
2205,600028.SH
2206,600029.SH
2207,600030.SH
2208,600031.SH
2209,600033.SH
2210,600035.SH
2211,600036.SH
2212,600037.SH
2213,600038.SH
2214,600039.SH
2215,600048.SH
2216,600050.SH
2217,600051.SH
2218,600052.SH
2219,600053.SH
2220,600054.SH
2221,600055.SH
2222,600056.SH
2223,600057.SH
2224,600058.SH
2225,600059.SH
2226,600060.SH
2227,600061.SH
2228,600062.SH
2229,600063.SH
2230,600064.SH
2231,600066.SH
2232,600067.SH
2233,600068.SH
2234,600069.SH
2235,600070.SH
2236,600071.SH
2237,600072.SH
2238,600073.SH
2239,600075.SH
2240,600076.SH
2241,600077.SH
2242,600078.SH
2243,600079.SH
2244,600080.SH
2245,600081.SH
2246,600082.SH
2247,600083.SH
2248,600084.SH
2249,600085.SH
2250,600086.SH
2251,600088.SH
2252,600089.SH
2253,600090.SH
2254,600091.SH
2255,600093.SH
2256,600094.SH
2257,600095.SH
2258,600096.SH
2259,600097.SH
2260,600098.SH
2261,600099.SH
2262,600100.SH
2263,600101.SH
2264,600103.SH
2265,600104.SH
2266,600105.SH
2267,600106.SH
2268,600107.SH
2269,600108.SH
2270,600109.SH
2271,600110.SH
2272,600111.SH
2273,600112.SH
2274,600113.SH
2275,600114.SH
2276,600115.SH
2277,600116.SH
2278,600117.SH
2279,600118.SH
2280,600119.SH
2281,600120.SH
2282,600121.SH
2283,600122.SH
2284,600123.SH
2285,600125.SH
2286,600126.SH
2287,600127.SH
2288,600128.SH
2289,600129.SH
2290,600130.SH
2291,600131.SH
2292,600132.SH
2293,600133.SH
2294,600135.SH
2295,600136.SH
2296,600137.SH
2297,600138.SH
2298,600139.SH
2299,600141.SH
2300,600143.SH
2301,600145.SH
2302,600146.SH
2303,600148.SH
2304,600149.SH
2305,600150.SH
2306,600151.SH
2307,600152.SH
2308,600153.SH
2309,600155.SH
2310,600156.SH
2311,600157.SH
2312,600158.SH
2313,600159.SH
2314,600160.SH
2315,600161.SH
2316,600162.SH
2317,600163.SH
2318,600165.SH
2319,600166.SH
2320,600167.SH
2321,600168.SH
2322,600169.SH
2323,600170.SH
2324,600171.SH
2325,600172.SH
2326,600173.SH
2327,600175.SH
2328,600176.SH
2329,600177.SH
2330,600178.SH
2331,600179.SH
2332,600180.SH
2333,600182.SH
2334,600183.SH
2335,600184.SH
2336,600185.SH
2337,600186.SH
2338,600187.SH
2339,600188.SH
2340,600189.SH
2341,600190.SH
2342,600191.SH
2343,600192.SH
2344,600193.SH
2345,600195.SH
2346,600196.SH
2347,600197.SH
2348,600198.SH
2349,600199.SH
2350,600200.SH
2351,600201.SH
2352,600202.SH
2353,600203.SH
2354,600206.SH
2355,600207.SH
2356,600208.SH
2357,600209.SH
2358,600210.SH
2359,600211.SH
2360,600212.SH
2361,600213.SH
2362,600215.SH
2363,600216.SH
2364,600217.SH
2365,600218.SH
2366,600219.SH
2367,600220.SH
2368,600221.SH
2369,600222.SH
2370,600223.SH
2371,600225.SH
2372,600226.SH
2373,600227.SH
2374,600228.SH
2375,600229.SH
2376,600230.SH
2377,600231.SH
2378,600232.SH
2379,600233.SH
2380,600234.SH
2381,600235.SH
2382,600236.SH
2383,600237.SH
2384,600238.SH
2385,600239.SH
2386,600240.SH
2387,600241.SH
2388,600242.SH
2389,600243.SH
2390,600246.SH
2391,600247.SH
2392,600248.SH
2393,600249.SH
2394,600250.SH
2395,600251.SH
2396,600252.SH
2397,600255.SH
2398,600256.SH
2399,600257.SH
2400,600258.SH
2401,600259.SH
2402,600260.SH
2403,600261.SH
2404,600262.SH
2405,600265.SH
2406,600266.SH
2407,600267.SH
2408,600268.SH
2409,600269.SH
2410,600271.SH
2411,600272.SH
2412,600273.SH
2413,600275.SH
2414,600276.SH
2415,600277.SH
2416,600278.SH
2417,600279.SH
2418,600280.SH
2419,600281.SH
2420,600282.SH
2421,600283.SH
2422,600284.SH
2423,600285.SH
2424,600287.SH
2425,600288.SH
2426,600289.SH
2427,600290.SH
2428,600291.SH
2429,600292.SH
2430,600293.SH
2431,600295.SH
2432,600297.SH
2433,600298.SH
2434,600299.SH
2435,600300.SH
2436,600301.SH
2437,600302.SH
2438,600303.SH
2439,600305.SH
2440,600306.SH
2441,600307.SH
2442,600308.SH
2443,600309.SH
2444,600310.SH
2445,600311.SH
2446,600312.SH
2447,600313.SH
2448,600315.SH
2449,600316.SH
2450,600317.SH
2451,600318.SH
2452,600319.SH
2453,600320.SH
2454,600321.SH
2455,600322.SH
2456,600323.SH
2457,600325.SH
2458,600326.SH
2459,600327.SH
2460,600328.SH
2461,600329.SH
2462,600330.SH
2463,600331.SH
2464,600332.SH
2465,600333.SH
2466,600335.SH
2467,600336.SH
2468,600337.SH
2469,600338.SH
2470,600339.SH
2471,600340.SH
2472,600343.SH
2473,600345.SH
2474,600346.SH
2475,600348.SH
2476,600350.SH
2477,600351.SH
2478,600352.SH
2479,600353.SH
2480,600354.SH
2481,600355.SH
2482,600356.SH
2483,600358.SH
2484,600359.SH
2485,600360.SH
2486,600361.SH
2487,600362.SH
2488,600363.SH
2489,600365.SH
2490,600366.SH
2491,600367.SH
2492,600368.SH
2493,600369.SH
2494,600370.SH
2495,600371.SH
2496,600372.SH
2497,600373.SH
2498,600375.SH
2499,600376.SH
2500,600377.SH
2501,600378.SH
2502,600379.SH
2503,600380.SH
2504,600381.SH
2505,600382.SH
2506,600383.SH
2507,600385.SH
2508,600386.SH
2509,600387.SH
2510,600388.SH
2511,600389.SH
2512,600390.SH
2513,600391.SH
2514,600392.SH
2515,600393.SH
2516,600395.SH
2517,600396.SH
2518,600397.SH
2519,600398.SH
2520,600399.SH
2521,600400.SH
2522,600403.SH
2523,600405.SH
2524,600406.SH
2525,600408.SH
2526,600409.SH
2527,600410.SH
2528,600415.SH
2529,600416.SH
2530,600418.SH
2531,600419.SH
2532,600420.SH
2533,600421.SH
2534,600422.SH
2535,600423.SH
2536,600425.SH
2537,600426.SH
2538,600428.SH
2539,600429.SH
2540,600433.SH
2541,600435.SH
2542,600436.SH
2543,600438.SH
2544,600439.SH
2545,600444.SH
2546,600446.SH
2547,600448.SH
2548,600449.SH
2549,600452.SH
2550,600455.SH
2551,600456.SH
2552,600458.SH
2553,600459.SH
2554,600460.SH
2555,600461.SH
2556,600462.SH
2557,600463.SH
2558,600466.SH
2559,600467.SH
2560,600468.SH
2561,600469.SH
2562,600470.SH
2563,600475.SH
2564,600476.SH
2565,600477.SH
2566,600478.SH
2567,600479.SH
2568,600480.SH
2569,600481.SH
2570,600482.SH
2571,600483.SH
2572,600485.SH
2573,600486.SH
2574,600487.SH
2575,600488.SH
2576,600489.SH
2577,600490.SH
2578,600491.SH
2579,600493.SH
2580,600495.SH
2581,600496.SH
2582,600497.SH
2583,600498.SH
2584,600499.SH
2585,600500.SH
2586,600501.SH
2587,600502.SH
2588,600503.SH
2589,600505.SH
2590,600506.SH
2591,600507.SH
2592,600508.SH
2593,600509.SH
2594,600510.SH
2595,600511.SH
2596,600512.SH
2597,600513.SH
2598,600515.SH
2599,600516.SH
2600,600517.SH
2601,600518.SH
2602,600519.SH
2603,600520.SH
2604,600521.SH
2605,600522.SH
2606,600523.SH
2607,600525.SH
2608,600526.SH
2609,600527.SH
2610,600528.SH
2611,600529.SH
2612,600530.SH
2613,600531.SH
2614,600532.SH
2615,600533.SH
2616,600535.SH
2617,600536.SH
2618,600537.SH
2619,600538.SH
2620,600539.SH
2621,600540.SH
2622,600543.SH
2623,600545.SH
2624,600546.SH
2625,600547.SH
2626,600548.SH
2627,600549.SH
2628,600550.SH
2629,600551.SH
2630,600552.SH
2631,600555.SH
2632,600556.SH
2633,600557.SH
2634,600558.SH
2635,600559.SH
2636,600560.SH
2637,600561.SH
2638,600562.SH
2639,600563.SH
2640,600565.SH
2641,600566.SH
2642,600567.SH
2643,600568.SH
2644,600569.SH
2645,600570.SH
2646,600571.SH
2647,600572.SH
2648,600573.SH
2649,600575.SH
2650,600576.SH
2651,600577.SH
2652,600578.SH
2653,600579.SH
2654,600580.SH
2655,600581.SH
2656,600582.SH
2657,600583.SH
2658,600584.SH
2659,600585.SH
2660,600586.SH
2661,600587.SH
2662,600588.SH
2663,600589.SH
2664,600590.SH
2665,600592.SH
2666,600593.SH
2667,600594.SH
2668,600595.SH
2669,600596.SH
2670,600597.SH
2671,600598.SH
2672,600599.SH
2673,600600.SH
2674,600601.SH
2675,600602.SH
2676,600603.SH
2677,600604.SH
2678,600605.SH
2679,600606.SH
2680,600608.SH
2681,600609.SH
2682,600611.SH
2683,600612.SH
2684,600613.SH
2685,600614.SH
2686,600615.SH
2687,600616.SH
2688,600617.SH
2689,600618.SH
2690,600619.SH
2691,600620.SH
2692,600621.SH
2693,600622.SH
2694,600623.SH
2695,600624.SH
2696,600626.SH
2697,600628.SH
2698,600629.SH
2699,600630.SH
2700,600633.SH
2701,600634.SH
2702,600635.SH
2703,600636.SH
2704,600637.SH
2705,600638.SH
2706,600639.SH
2707,600640.SH
2708,600641.SH
2709,600642.SH
2710,600643.SH
2711,600644.SH
2712,600645.SH
2713,600647.SH
2714,600648.SH
2715,600649.SH
2716,600650.SH
2717,600651.SH
2718,600652.SH
2719,600653.SH
2720,600654.SH
2721,600655.SH
2722,600657.SH
2723,600658.SH
2724,600660.SH
2725,600661.SH
2726,600662.SH
2727,600663.SH
2728,600664.SH
2729,600665.SH
2730,600666.SH
2731,600667.SH
2732,600668.SH
2733,600671.SH
2734,600673.SH
2735,600674.SH
2736,600675.SH
2737,600676.SH
2738,600677.SH
2739,600678.SH
2740,600679.SH
2741,600681.SH
2742,600682.SH
2743,600683.SH
2744,600684.SH
2745,600685.SH
2746,600686.SH
2747,600687.SH
2748,600688.SH
2749,600689.SH
2750,600690.SH
2751,600691.SH
2752,600692.SH
2753,600693.SH
2754,600694.SH
2755,600695.SH
2756,600696.SH
2757,600697.SH
2758,600698.SH
2759,600699.SH
2760,600701.SH
2761,600702.SH
2762,600703.SH
2763,600704.SH
2764,600705.SH
2765,600706.SH
2766,600707.SH
2767,600708.SH
2768,600710.SH
2769,600711.SH
2770,600712.SH
2771,600713.SH
2772,600714.SH
2773,600715.SH
2774,600716.SH
2775,600717.SH
2776,600718.SH
2777,600719.SH
2778,600720.SH
2779,600721.SH
2780,600722.SH
2781,600723.SH
2782,600724.SH
2783,600725.SH
2784,600726.SH
2785,600727.SH
2786,600728.SH
2787,600729.SH
2788,600730.SH
2789,600731.SH
2790,600732.SH
2791,600733.SH
2792,600734.SH
2793,600735.SH
2794,600736.SH
2795,600737.SH
2796,600738.SH
2797,600739.SH
2798,600740.SH
2799,600741.SH
2800,600742.SH
2801,600743.SH
2802,600744.SH
2803,600745.SH
2804,600746.SH
2805,600747.SH
2806,600748.SH
2807,600749.SH
2808,600750.SH
2809,600751.SH
2810,600753.SH
2811,600754.SH
2812,600755.SH
2813,600756.SH
2814,600757.SH
2815,600758.SH
2816,600759.SH
2817,600760.SH
2818,600761.SH
2819,600763.SH
2820,600764.SH
2821,600765.SH
2822,600766.SH
2823,600767.SH
2824,600768.SH
2825,600769.SH
2826,600770.SH
2827,600771.SH
2828,600773.SH
2829,600774.SH
2830,600775.SH
2831,600776.SH
2832,600777.SH
2833,600778.SH
2834,600779.SH
2835,600780.SH
2836,600781.SH
2837,600782.SH
2838,600783.SH
2839,600784.SH
2840,600785.SH
2841,600787.SH
2842,600789.SH
2843,600790.SH
2844,600791.SH
2845,600792.SH
2846,600793.SH
2847,600794.SH
2848,600795.SH
2849,600796.SH
2850,600797.SH
2851,600798.SH
2852,600800.SH
2853,600801.SH
2854,600802.SH
2855,600803.SH
2856,600804.SH
2857,600805.SH
2858,600807.SH
2859,600808.SH
2860,600809.SH
2861,600810.SH
2862,600811.SH
2863,600812.SH
2864,600814.SH
2865,600815.SH
2866,600816.SH
2867,600817.SH
2868,600818.SH
2869,600819.SH
2870,600820.SH
2871,600821.SH
2872,600822.SH
2873,600823.SH
2874,600824.SH
2875,600825.SH
2876,600826.SH
2877,600827.SH
2878,600828.SH
2879,600829.SH
2880,600830.SH
2881,600831.SH
2882,600833.SH
2883,600834.SH
2884,600835.SH
2885,600836.SH
2886,600837.SH
2887,600838.SH
2888,600839.SH
2889,600841.SH
2890,600843.SH
2891,600844.SH
2892,600845.SH
2893,600846.SH
2894,600847.SH
2895,600848.SH
2896,600850.SH
2897,600851.SH
2898,600853.SH
2899,600854.SH
2900,600855.SH
2901,600856.SH
2902,600857.SH
2903,600858.SH
2904,600859.SH
2905,600860.SH
2906,600861.SH
2907,600862.SH
2908,600863.SH
2909,600864.SH
2910,600865.SH
2911,600866.SH
2912,600867.SH
2913,600868.SH
2914,600869.SH
2915,600870.SH
2916,600871.SH
2917,600872.SH
2918,600873.SH
2919,600874.SH
2920,600875.SH
2921,600876.SH
2922,600877.SH
2923,600879.SH
2924,600880.SH
2925,600881.SH
2926,600882.SH
2927,600883.SH
2928,600884.SH
2929,600885.SH
2930,600886.SH
2931,600887.SH
2932,600888.SH
2933,600889.SH
2934,600890.SH
2935,600891.SH
2936,600892.SH
2937,600893.SH
2938,600894.SH
2939,600895.SH
2940,600896.SH
2941,600897.SH
2942,600898.SH
2943,600900.SH
2944,600901.SH
2945,600903.SH
2946,600908.SH
2947,600909.SH
2948,600917.SH
2949,600919.SH
2950,600926.SH
2951,600928.SH
2952,600929.SH
2953,600933.SH
2954,600936.SH
2955,600939.SH
2956,600958.SH
2957,600959.SH
2958,600960.SH
2959,600961.SH
2960,600962.SH
2961,600963.SH
2962,600965.SH
2963,600966.SH
2964,600967.SH
2965,600968.SH
2966,600969.SH
2967,600970.SH
2968,600971.SH
2969,600973.SH
2970,600975.SH
2971,600976.SH
2972,600977.SH
2973,600978.SH
2974,600979.SH
2975,600980.SH
2976,600981.SH
2977,600982.SH
2978,600983.SH
